video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url
LwwXHr-lH00,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who holds briefing on pandemic  watch live,Guardian News,News & Politics,none,28703,133,0,23,2020-03-27T17:50:37Z,"world,world news,world news coronavirus,world news coronavirus updates,coronavirus,coronavirus news,coronavirus updates,coronavirus WHO,coronavirus WHO latest,coronavirus WHO latest news,coronavirus uk,coronavirus cure,coronavirus 2020,coronavirus death toll,coronavirus cases world wide,covid-19,who,who press conference,live,watch live,virus outbreak,outbreak",PT1H7M25S,hd,False,https://i.ytimg.com/vi/LwwXHr-lH00/default.jpg,https://www.youtube.com/watch?v=LwwXHr-lH00
7SDRigow4SE,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who directorgeneral provides update on pandemic  watch live,Guardian News,News & Politics,none,3002,34,0,6,2021-03-15T19:15:34Z,,PT1H25M41S,hd,False,https://i.ytimg.com/vi/7SDRigow4SE/default.jpg,https://www.youtube.com/watch?v=7SDRigow4SE
CoVhgvhetiw,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who holds news conference on covid outbreak  as it happened,Guardian News,News & Politics,none,10008,96,0,36,2020-03-05T17:21:47Z,,PT1H20M14S,hd,False,https://i.ytimg.com/vi/CoVhgvhetiw/default.jpg,https://www.youtube.com/watch?v=CoVhgvhetiw
z5CrScIHAuE,UCIRYBXDze5krPDzAEOxFGVA,coronavirus germans sing bella ciao from rooftops in solidarity with italy,Guardian News,News & Politics,none,2121592,47107,0,2884,2020-03-21T10:34:06Z,"Coronavirus,coronavirus news,coronavirus Italy,coronavirus in Italy,italy,italy news,germany,germany coronavirus,covid-19,covid 19,covid-19 news,covid 19 news,virus,death tolls,sing,song,balcony,windows,rooftops,bella ciao,ciao bella,solidarity,italy covid 19,bamberg,bamberg germany,bamberg residents sing in solidarity with italy,bavaria,bella ciao video,coronavirus germany,deutschland,italia,world,coronavirus outbreak,europe,bella ciao bavaria,nachrichten",PT1M57S,hd,False,https://i.ytimg.com/vi/z5CrScIHAuE/default.jpg,https://www.youtube.com/watch?v=z5CrScIHAuE
B0QP4Wwg0UU,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who holds briefing on latest developments in pandemic  watch live,Guardian News,News & Politics,none,4332,31,0,36,2021-02-08T17:52:20Z,"who,who live,world health organization,covid,covid-19,covid pandemic,pandemic,coronavirus,virus,vaccine,covid news,covid update,nhs,covid cases,covid 19,covid 2020,2020,news,health,covid live,who covid live,who covid briefing,who covid update,tedros,who live stream,who coronavirus,who coronavirus update,coronavirus 2020,coronavirus news,live,live stream,who update,guardian,who briefing,world",PT1H50M5S,hd,False,https://i.ytimg.com/vi/B0QP4Wwg0UU/default.jpg,https://www.youtube.com/watch?v=B0QP4Wwg0UU
Mt3MSN25vBg,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who gives briefing on global outbreak  watch live,Guardian News,News & Politics,none,29696,110,0,295,2020-09-28T20:42:17Z,"who,world,world health organization,who briefing,coronavirus,coronavirus news,coronavirus outbreak,covid,covid-19,covid 19,covid-19 update,coronavirus update,coronavirus latest,coronavirus cases,coronavirus deaths,health,tedros,who news,who coronavirus,who coronavirus update,who coronavirus live,who live,who briefing today,who 2020,coronavirus 2020,news,2020,pandemic,vaccine,virus,corona",PT1H37M59S,hd,False,https://i.ytimg.com/vi/Mt3MSN25vBg/default.jpg,https://www.youtube.com/watch?v=Mt3MSN25vBg
hMHC48g8Z6c,UCIRYBXDze5krPDzAEOxFGVA,my covid vlog junior doctor shares insight amid coronavirus outbreak,Guardian News,News & Politics,none,392718,3103,0,384,2020-03-20T20:33:49Z,"coronavirus,covid-19,covid,corona,virus,virus epidemic,pandemic,health,virus news,who,coronavirus news,the guardian,world,gdnpfpnewsworld,uk,gdnpfpnewsuk,NHS,national health service,uk doctors,coronavirus uk,uk cases,panic buying,uk doctor,blog,vlog,coronavirus vlog,coronavirus nhs,science,gdnpfpscience,coronavirus doctors,coronavirus nurses,coronavirus workers,coronavirus pandemic,coronavirus hospitals,coronavirus icu,news,guardian,coronavirus doctor,doctor",PT3M15S,hd,False,https://i.ytimg.com/vi/hMHC48g8Z6c/default.jpg,https://www.youtube.com/watch?v=hMHC48g8Z6c
l1Iv8UQa3qQ,UCIRYBXDze5krPDzAEOxFGVA,trump warns china could face consequences for coronavirus outbreak,Guardian News,News & Politics,none,237153,1873,0,1033,2020-04-19T10:51:05Z,"donald trump,trump,trump news,trump 2020,coronavirus,coronavirus outbreak,coronavirus news,coronavirus latest,coronavirus 2020,us coronavirus news,coronavirus us,coronavirus update,coronavirus briefing,trump coronavirus,covid,covid-19,covid 19,covid19,covid news,vaccine,pandemic,china,china coronavirus,china news,2020,trump vs china,chinese virus,trump china,politics,gdnpfpnewspolitics,china virus,us,gdnpfpnewsus,news,gdnpfpnewsworld,orange,5g,conspiracy",PT1M20S,hd,True,https://i.ytimg.com/vi/l1Iv8UQa3qQ/default.jpg,https://www.youtube.com/watch?v=l1Iv8UQa3qQ
MZn-q7_fEMA,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who holds briefing on pandemic   watch in full,Guardian News,News & Politics,none,21956,147,0,33,2020-03-25T19:06:18Z,"coronavirus,covid,covid 19,covid-19,covid-19 news,coronavirus outbreak,coronavirus lockdown,coronavirus news,coronavirus symptoms,coronavirus update,covid outbreak,covid news,coronavirus cases,coronavirus death toll,2020,coronavirus cure,WHO,pandemic,coronavirus epidemic,who live,world health organisation live,health,world health organization,world health organisation,coronavirus pandemic",PT1H46M5S,hd,False,https://i.ytimg.com/vi/MZn-q7_fEMA/default.jpg,https://www.youtube.com/watch?v=MZn-q7_fEMA
40Lu83oY1_A,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who hold briefing on global outbreak  watch live,Guardian News,News & Politics,none,7210,31,0,67,2020-09-21T16:50:31Z,"coronavirus,covid,covid-19,covid-19 news,coronavirus pandemic,pandemic,epidemic,coronavirus world,world news,global covid,WHO,WHO live,tedros,world health,world health organization,covid cases,coroanvirus cases,cases,deaths,death-toll,coronavirus cure,coronavirus vaccine,asia,africa,americas,europe,uk,health news,health officials,news,global,WHO live news,coronavirus autumn,second wave",PT1H47M13S,hd,False,https://i.ytimg.com/vi/40Lu83oY1_A/default.jpg,https://www.youtube.com/watch?v=40Lu83oY1_A
GveWG1yQIcc,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who officials hold briefing on pandemic  watch live,Guardian News,News & Politics,none,1956,12,0,9,2021-03-19T18:34:03Z,"briefing,briefing live,coronavirus,coronavirus briefing,coronavirus live,coronavirus live news,coronavirus update,covid,covid-19 live,live,live feed,live news,live updates,livestream,tedros,update,vaccine rollout,vaccines,who coronavirus briefing,who live,world health news,world health organization,world health organization briefing,world health organization live,world news",PT1H59M1S,hd,False,https://i.ytimg.com/vi/GveWG1yQIcc/default.jpg,https://www.youtube.com/watch?v=GveWG1yQIcc
HUoSElVPJmc,UCIRYBXDze5krPDzAEOxFGVA,world health organization holds news conference on coronavirus pandemic  watch live,Guardian News,News & Politics,none,12631,87,0,62,2021-01-22T19:52:04Z,"coronavirus,coronavirus news,covid,covid-19,covid news,covid live,who,who briefing,who live,world health organization,world health organization coronavirus,world health organization live,live briefing,livestream,world coronavirus news,covid update,coronavirus vaccine,who live briefing,coronavirus deaths,coronavirus update,tedros,coronavirus who,joe biden WHO,live,guardian,pandemic,covid 19",PT1H18M36S,hd,False,https://i.ytimg.com/vi/HUoSElVPJmc/default.jpg,https://www.youtube.com/watch?v=HUoSElVPJmc
4xFY3aPF7E4,UCIRYBXDze5krPDzAEOxFGVA,how to correctly wear your coronavirus face mask and gloves,Guardian News,News & Politics,none,179452,775,0,120,2020-03-31T05:56:27Z,"au,gdnpfpnewsau,gdnpfpnewsworld,coronavirus,coronavirus face mask,coronavirus mask,coronavirus masks,covid,covid-19,coronavirus protection,coronavirus protective mask,surgical mask,mask,face mask,coronavirus gloves,coronavirus outbreak,coronavirus prevention,coronavirus update,coronavirus news,coronavirus spread,coronavirus explained,2020,australia,corona,virus,the virus,outbreak,news,guardian,coronavirus australia,ppe,coronavirus latest,coronavirus ppe,rona",PT1M44S,hd,True,https://i.ytimg.com/vi/4xFY3aPF7E4/default.jpg,https://www.youtube.com/watch?v=4xFY3aPF7E4
nkduVp2jwUk,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who gives update on pandemic  watch live,Guardian News,News & Politics,none,8179,140,0,34,2021-03-05T18:21:14Z,"africa,america,asia,coronavirus,coronavirus briefing,coronavirus live,coronavirus update,covid,covid 19,covid briefing,covid news,covid update,covid-19,europe,live stream,pandemic,tedros,vaccine rollout,vaccines,who,who briefing,who briefing live,who live,who live briefing,who news,who press conference,who press conference live,who tedros,world health organization,world health organization today live,world health organization live,covid cases,guardian",PT1H11M31S,hd,False,https://i.ytimg.com/vi/nkduVp2jwUk/default.jpg,https://www.youtube.com/watch?v=nkduVp2jwUk
rGNNoZiFC2A,UCIRYBXDze5krPDzAEOxFGVA,who holds briefing on coronavirus outbreak  watch live,Guardian News,News & Politics,none,6088,87,0,22,2020-09-07T17:01:24Z,"who,world,who live,who briefing,coronavirus,coronavirus live,coronavirus news,coronavirus 2020,world health organization,health,who 2020,who news,who geneva,geneva,covid,covid-19,covid news,world news,coronavirus pandemic,coronavirus outbreak,coronavirus cases,r number,masks,social distancing,covid guidelines,covid 19,corona,virus,tedros,coronavirus latest news,coronavirus update,news,tedros adhanom,tedros adhanom ghebreyesus,who live stream,guardian",PT1H33M8S,hd,False,https://i.ytimg.com/vi/rGNNoZiFC2A/default.jpg,https://www.youtube.com/watch?v=rGNNoZiFC2A
SEC3Df7nEeU,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who gives global update on pandemic  watch live,Guardian News,News & Politics,none,5111,47,0,4,2021-01-15T20:42:47Z,"coronavirus,covid,who,world health organization,corona,covid latest,who live,world health organization live,covid-19,coronavirus latest,pandemic,vaccine,vaccine latest,vaccine rollout,covax,covax latest,face mask,lockdown,covid lockdown,vaccination,live,covid live news,coronavirus live news,corona live,covid live,coronavirus live,guardian,covid cases,coronavirus cases,2021,who briefing live,cases,deaths,brazil variant,uk variant,south african variant,new",PT1H17M35S,hd,False,https://i.ytimg.com/vi/SEC3Df7nEeU/default.jpg,https://www.youtube.com/watch?v=SEC3Df7nEeU
tjxzKoOW0Cs,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who holds briefing on global outbreak  watch live,Guardian News,News & Politics,none,3891,34,0,13,2020-09-04T21:42:21Z,"coronavirus,covid,covid-19,covid-19 news,covid 19,covid19,coronavirus news,covid news,covid cases,world health organization,news,who,who news,who health,health news,pandemic,global pandemic,world news,world health news,pandemic news,coronavirus vaccine,vaccine,coronavirus cases,covid test,covid outbreak,who briefing,WHO live,world health organization live,coronavirus live",PT1H37M38S,hd,False,https://i.ytimg.com/vi/tjxzKoOW0Cs/default.jpg,https://www.youtube.com/watch?v=tjxzKoOW0Cs
cLm1HgapFa8,UCIRYBXDze5krPDzAEOxFGVA,coronavirus who officials hold briefing on pandemic  watch live,Guardian News,News & Politics,none,3802,35,0,17,2021-03-22T18:37:48Z,"astrazeneca,coronavirus,coronavirus live,coronavirus pandemic,coronavirus update,covid,covid 19,covid live,covid news,covid update,deaths,guardian,live,live briefing,live feed,lockdown,pandemic,tedros,third wave,vaccine,vaccines,who,who briefing,who briefing live,who coronavirus briefing,who live,who live briefing,who press conference,world,world health organisation,world health organization",PT1H39M20S,hd,False,https://i.ytimg.com/vi/cLm1HgapFa8/default.jpg,https://www.youtube.com/watch?v=cLm1HgapFa8
lTJpZw5vErk,UCqnbDFdCpuN8CMEg0VuEBqA,inside a new york city icu battling coronavirus  nyt news,The New York Times,News & Politics,none,762461,5620,0,839,2020-04-06T17:00:19Z,"nyc coronavirus,coronavirus updates,coronavirus hospitals,inside a coronavirus hospital,covid 19,covid 19 latest news,nyc news,new york latest news,what's happening in new york city,doctors coronavirus,news,new york times,nytimes video,video from the new york times,covid-19 news",PT3M5S,hd,True,https://i.ytimg.com/vi/lTJpZw5vErk/default.jpg,https://www.youtube.com/watch?v=lTJpZw5vErk
bE68xVXf8Kw,UCqnbDFdCpuN8CMEg0VuEBqA,people are dying battling coronavirus inside a nyc hospital  nyt news,The New York Times,News & Politics,none,8139164,110067,0,24857,2020-03-26T13:30:07Z,"coronavirus news,coronavirus in new york,nyc coronavirus,cuomo coronavirus,coronavirus nytimes,nytimes video,elmhurst hospital,covid 19 news,covid 19 in new york times,video from the new york times,coronavirus symptoms,coronavirus hospital,hospitals covid 19,covid 19 latest news",PT5M34S,hd,True,https://i.ytimg.com/vi/bE68xVXf8Kw/default.jpg,https://www.youtube.com/watch?v=bE68xVXf8Kw
9UnbPU-qvq4,UCqnbDFdCpuN8CMEg0VuEBqA,coronavirus reactions from around the world  nyt news,The New York Times,News & Politics,none,237056,5974,0,395,2020-03-13T13:30:01Z,"coronavirus news,coronavirus latest,coranvirus global,what is coronavirus,what's happening with coronavirus,news,new york times nytimes video,video from the new york times",PT3M30S,hd,True,https://i.ytimg.com/vi/9UnbPU-qvq4/default.jpg,https://www.youtube.com/watch?v=9UnbPU-qvq4
C4iZLfiK3rk,UCqnbDFdCpuN8CMEg0VuEBqA,how new yorkers are coping with coronavirus  nyt news,The New York Times,News & Politics,none,2363883,30009,0,7815,2020-03-22T17:00:04Z,"new york coronavirus,covid 19 in new york,new york city news,coronavirus in new york,covid 19 new york,nyc lockdown,nyc shutdown,covid 19 latest news,coronavirus shutdown,coronavirus news,nytimes,nytimes video,video from the nytimes,news,new york times,video from the new york times,wuhan coronavirus,coronavirus projections",PT7M29S,hd,True,https://i.ytimg.com/vi/C4iZLfiK3rk/default.jpg,https://www.youtube.com/watch?v=C4iZLfiK3rk
lJ9EbZjcVGY,UCqnbDFdCpuN8CMEg0VuEBqA,dying of coronavirus a familys painful goodbye  nyt news,The New York Times,News & Politics,none,3540107,21940,0,3694,2020-05-04T20:00:10Z,"covid 19 latest,coronavirus stories,dying from coronavirus,inside a coronavirus ICU,grief from coronavirus,coronavirus isolation,dying in quarantine,what happens when you get coronavirus,latest news coronavirus,covid 19 news,new york times,nytimes video,video from the new york times,the new york times,inside coronavirus hospital",PT6M50S,hd,True,https://i.ytimg.com/vi/lJ9EbZjcVGY/default.jpg,https://www.youtube.com/watch?v=lJ9EbZjcVGY
_PSBQvxVuoY,UCqnbDFdCpuN8CMEg0VuEBqA,how ices mishandling of covid fueled outbreaks around the country  coronavirus news,The New York Times,News & Politics,none,52772,698,0,624,2021-04-26T17:00:13Z,"ICE,immigration,Covid-19,coronavirus,prisons,ICE and virus,ICE and Covid,prison overcrowding,prison workers,private prisons,ICE and private prisons,Immigration and Customs Enforcement,border covid,immigrants,immigrant prisons,covid prisons,covid jails,the new york times,NYT,new york times video,NYT video,ice covid,biden immigration,california immigration,immigration news,ice detention centers,immigration updates,latest in immigration",PT14M40S,hd,True,https://i.ytimg.com/vi/_PSBQvxVuoY/default.jpg,https://www.youtube.com/watch?v=_PSBQvxVuoY
kwkvTBgTO7A,UCqnbDFdCpuN8CMEg0VuEBqA,what does americas coronavirus response look like abroad  nyt opinion,The New York Times,News & Politics,none,724390,19989,0,5875,2020-07-29T17:00:17Z,"What does the rest of the world think about America's handling of the coronavirus?,What do Europeans think of America's handling of the coronavirus?,How did America do handling covid 19 compared to the rest of the world?,Did America have a lockdown during the pandemic?,Why are there still so many coronavirus cases in the United States?,Which countries had a lockdown during the pandemic?,Coronavirus,Covid-19,The New York Times,NYT Opinion,NYT Opinion Video,The United States",PT6M57S,hd,True,https://i.ytimg.com/vi/kwkvTBgTO7A/default.jpg,https://www.youtube.com/watch?v=kwkvTBgTO7A
DJwguzl8o_8,UCqnbDFdCpuN8CMEg0VuEBqA,how covid derailed a new york dream  coronavirus news,The New York Times,News & Politics,none,33661,478,0,107,2020-05-20T17:00:13Z,"new york news,coronavirus news,covid-19 latest,what's happening in new york,new york coronavirus,nyc coronavirus,paying rent in covid 19,how to afford rent covid 19,rent forgiveness in quarantine,paying bulls in quarantine,living as an artist,music news,art news,new york art scene,news,new york times,nytimes video,video from the new york times,the new york times,nytimes coronavirus,coronavirus latest",PT5M7S,hd,True,https://i.ytimg.com/vi/DJwguzl8o_8/default.jpg,https://www.youtube.com/watch?v=DJwguzl8o_8
f5ccbJcqlUo,UCqnbDFdCpuN8CMEg0VuEBqA,how coronavirus racism infected my high school  nyt opinion,The New York Times,News & Politics,none,534570,16136,0,0,2020-03-17T20:00:07Z,"Why do people blame Chinese people for coronavirus?,How is coronavirus affecting chinese communities?,Are asian-americans being blamed for coronavirus?,How has coronavirus affected asian-americans?,Asian-americans,coronavirus,Covid-19,NYT,NYT Opinion,NYT Opinion video,Chinese-Americans,scooptag:85560,Racism,Anti-Asian Racism,Xenophobia,Coronavirus fear,Pandemics,Spanish Flu,Flu Pandemic 1918,Chinatown,Racism and Pandemics",PT3M43S,hd,True,https://i.ytimg.com/vi/f5ccbJcqlUo/default.jpg,https://www.youtube.com/watch?v=f5ccbJcqlUo
Y-KfJ20Vnxw,UCqnbDFdCpuN8CMEg0VuEBqA,how to stop the next pandemic  coronavirus news,The New York Times,News & Politics,none,99130,2849,0,433,2020-09-01T17:00:10Z,"covid-19 news,covid 19,coronavirus news,how to stop coronavirus,covid 19 second wave,covid 19 part 2,covid 19 in september,pandemic news,what is a pandemic,will there be another pandemic,how did we get coronavirus,where did coronavirus come from,pandemic experts,global pandemic,when is the next global pandemic,news,new york times,nytimes video,video from the new york times,the new york times,jonah kessel,coronavirus experts",PT13M56S,hd,True,https://i.ytimg.com/vi/Y-KfJ20Vnxw/default.jpg,https://www.youtube.com/watch?v=Y-KfJ20Vnxw
EsqdBz-_noQ,UCqnbDFdCpuN8CMEg0VuEBqA,inside one of new yorks deadliest zip codes  coronavirus news,The New York Times,News & Politics,none,1627067,20246,0,3735,2020-05-22T17:00:11Z,"coronavirus news,nyc coronavirus,coronavirus hospitals,inside a coronavirus hospital,latest coronavirus news,covid 19 news,new york latest news,doctors coronavirus,far rockaway hospital,coronavirus new york city,far rockaway queens,ER doctors queens,nytimes video,video from the new york times,St. John’s hospital Far Rockaway,nyc covid19 death rate,queens coronavirus outbreak",PT12M58S,hd,True,https://i.ytimg.com/vi/EsqdBz-_noQ/default.jpg,https://www.youtube.com/watch?v=EsqdBz-_noQ
a_58Q0H7KoI,UCqnbDFdCpuN8CMEg0VuEBqA,funeral homes in mexico show coronavirus hidden death toll  coronavirus news,The New York Times,News & Politics,none,1231703,9203,0,1862,2020-06-05T13:30:00Z,"coronavirus mexico,coronavirus news,coronavirus latest,covid 19 news,mexico coronavirus,coronavirus international,mexico news,what's happening in mexico,how deadly is coronavirus,news,new york times,nytimes video,video from the new york times,the new york times,the dispatch,mexico dispatch,mexico coronavirus death toll,covid 19 funeral homes",PT7M4S,hd,True,https://i.ytimg.com/vi/a_58Q0H7KoI/default.jpg,https://www.youtube.com/watch?v=a_58Q0H7KoI
BuzP-uLctYE,UCqnbDFdCpuN8CMEg0VuEBqA,how coronavirus attacks the body  nyt news,The New York Times,News & Politics,none,1526415,13684,0,1269,2020-04-06T20:00:02Z,"covid-19 news,coronavirus news,how coronavirus works,what covid-19 does to the lungs,covid-19 high risk,coronavirus lungs,ARDS,why do people die from coronavirus,coronavirus explained,coronavirus death rate,news,new york times,nytimes video,video from the new york times,latest news covid 19,what's happening with coronavirus,coronavirus tips,how to fight coronavirus,coronavirus social distancing,coronavirus body scan,cornavirus images,coronavirus china",PT5M28S,hd,True,https://i.ytimg.com/vi/BuzP-uLctYE/default.jpg,https://www.youtube.com/watch?v=BuzP-uLctYE
N1z_aJ9Oqwc,UCqnbDFdCpuN8CMEg0VuEBqA,what its like to give birth during the coronavirus pandemic  quarantine diaries,The New York Times,News & Politics,none,46501,700,0,77,2020-05-05T15:00:10Z,"giving birth during coroanvirus,coronavirus pregnant,pregnant with coronavirus,covid 19 news,covid-19 latest,covid-19 updates,people who have coroanvirus,what's happening with coronavirus,latest news,covid 19 in america,what's happening with covid,pregnant during coronavirus,can i go to the hospital right now,childbirth covid 19,coronavirus stories,news,new york times,nytimes video,video from the new york times,the new york tiimes",PT7M31S,hd,True,https://i.ytimg.com/vi/N1z_aJ9Oqwc/default.jpg,https://www.youtube.com/watch?v=N1z_aJ9Oqwc
WE80_o6x854,UCqnbDFdCpuN8CMEg0VuEBqA,how coronavirus is upending ultraorthodox jewish traditions  nyt news,The New York Times,News & Politics,none,2098013,16421,0,3531,2020-04-17T17:00:15Z,"covid 19 news,brooklyn coronavirus,covid 19 new york,ultra orthodox jews,ultra orthodox coronavirus,religion in coronavirus,covid 19 religious ceremonies,what's happening in new york,new york times,nytimes video,video from the new york times",PT6M16S,hd,True,https://i.ytimg.com/vi/WE80_o6x854/default.jpg,https://www.youtube.com/watch?v=WE80_o6x854
iSqrT3SPnKc,UCqnbDFdCpuN8CMEg0VuEBqA,coronavirus pandemic will nycs homeless students be left behind  nyt news,The New York Times,News & Politics,none,421082,8207,0,1089,2020-03-26T17:00:16Z,"covid 19 homeless,coronavirus homeless students,coronavirus remote learning,covid 19 schools shut down,how to teach during coronavirus,coronavirus latest news,new york covid 19,new york latest news,coronavirus nyc,coronavirus human impact,news,new york times,nytimes video,video from the new york times",PT3M29S,hd,True,https://i.ytimg.com/vi/iSqrT3SPnKc/default.jpg,https://www.youtube.com/watch?v=iSqrT3SPnKc
bYTG7K3YlZ0,UCqnbDFdCpuN8CMEg0VuEBqA,how does coronavirus antibody testing work  nyt news,The New York Times,News & Politics,none,108423,1450,0,133,2020-05-08T17:00:30Z,"covid 19 news,covid 19 test,do i have covid 19,do i have coronavirus,how do i know if i have covid,can i get an antibody test,what is an antibody test,coronavirus symptoms,am i immune to coronavirus,am i immune to covid 19,how can i get tested for coronavirus,news,new york times,nytimes video,video from the new york times,the new york times,how do antibody tests work,how do covid 19 tests work,covid vaccine,covid 19 immunity,coronavirus immunity,antibodies",PT6M8S,hd,True,https://i.ytimg.com/vi/bYTG7K3YlZ0/default.jpg,https://www.youtube.com/watch?v=bYTG7K3YlZ0
SvqmP7jtaCs,UCqnbDFdCpuN8CMEg0VuEBqA,inside a nyc school that reopened during the pandemic  coronavirus news,The New York Times,News & Politics,none,164523,4386,0,625,2020-12-18T21:00:08Z,"schools nyc,covid 19 schools,covid 19 remote learning,coronavirus news,coronavirus new york,remote learning for students,long-term remote learning,are schools safe,will schools shutdown,covid 19 nyc,de blasio,cuomo,are schools safe for children,nytimes video,video from the new york times,the new york times,coronavirus nytimes,inside a school reopening,children remote learning,social distancing in a school",PT14M42S,hd,True,https://i.ytimg.com/vi/SvqmP7jtaCs/default.jpg,https://www.youtube.com/watch?v=SvqmP7jtaCs
hmAxgI9HTWU,UCqnbDFdCpuN8CMEg0VuEBqA,essential farmworkers risk infection and deportation heres why  coronavirus news,The New York Times,News & Politics,none,23875,620,0,146,2021-03-25T20:00:05Z,"farmworkers,migrant farmworkers,immigrant farmworkers,immigrants,immigrants and covid-19,coronavirus,essential workers,food workers,deportation,deport,immigrants covid,immigrants coronavirus,who is being deported,immigrants on farms,immigrants food,illegal farm workers,undocumented,the new york times,new york times,new york times video,undocumented coronavirus,undocumented covid 19,undocumented vaccines,california news",PT8M1S,hd,True,https://i.ytimg.com/vi/hmAxgI9HTWU/default.jpg,https://www.youtube.com/watch?v=hmAxgI9HTWU
f7ksviRHd5A,UCqnbDFdCpuN8CMEg0VuEBqA,coronavirus commercials are everywhere heres what advertisers want us to think  nyt news,The New York Times,News & Politics,none,70811,2560,0,259,2020-05-28T17:00:25Z,"coronavirus,advertising,ads,commercials,covid commercials,drone shots,geico,dunkin,coca cola,facebook ad,apple ad,facebook commercial,essential workers,heroes,frontline workers,burger king,mcdonald's,farmers commercial,uber commercial,uber,walmart commercial,amazon commercial,walmart,amazon,hero,trader joe's,grocery store workers,hero workers,keurig commercial,dove commercial,quarantine,budweiser commercial,tv,nytimes video,the new york times",PT4M51S,hd,False,https://i.ytimg.com/vi/f7ksviRHd5A/default.jpg,https://www.youtube.com/watch?v=f7ksviRHd5A
8QeqInTT4Cc,UCqnbDFdCpuN8CMEg0VuEBqA,how residents in wuhan are coping with coronavirus  nyt news,The New York Times,News & Politics,none,395173,3685,0,767,2020-02-04T18:00:01Z,"wuhan news,wuhan virus,coronavirus latest,what's happening in wuhan,coronavirus,how is china dealing with coronavirus,coronavirus news,china news,health news,science news,new york times,nytimes video,video from the new york times,the new york times",PT3M57S,hd,True,https://i.ytimg.com/vi/8QeqInTT4Cc/default.jpg,https://www.youtube.com/watch?v=8QeqInTT4Cc
Hdgrtko-EEA,UCqnbDFdCpuN8CMEg0VuEBqA,how coronavirus ravaged ecuador from first confirmed case to thousands dead  nyt news,The New York Times,News & Politics,none,1503215,8714,0,1489,2020-04-21T23:00:30Z,"covid 19 news,coronavirus news,ecuador news,coronavirus latest,coronavirus in south america,covid 19 ecuador,how is the world handling coronavirus,news,new york times,nytimes video,video from the new york times",PT6M35S,hd,True,https://i.ytimg.com/vi/Hdgrtko-EEA/default.jpg,https://www.youtube.com/watch?v=Hdgrtko-EEA
0XqZoTnPMDE,UCqnbDFdCpuN8CMEg0VuEBqA,how coronavirus has devastated nycs black community  coronavirus news,The New York Times,News & Politics,none,265184,2121,0,839,2020-06-15T20:00:00Z,"covid 19 news,coronavirus news,pandemic latest,is new york reopening,black community covid 19,coronavirus in the black community,latinos coronavirus,harlem news,harlem coronavirus,nyc news,new york covid 19,new york news,new york city reopening,news,new york times,nytimes video,video from the new york times,the new york times,black and latino covid 19,latino community coronavirus,coronavirus latest,coronavirus second wave,coronavirus peak",PT7M37S,hd,True,https://i.ytimg.com/vi/0XqZoTnPMDE/default.jpg,https://www.youtube.com/watch?v=0XqZoTnPMDE
b11oIVO9SJU,UCqnbDFdCpuN8CMEg0VuEBqA,coronavirus in jail why an outbreak puts an entire city at risk  nyt news,The New York Times,News & Politics,none,122225,1560,0,411,2020-04-08T17:00:26Z,"covid 19 news,covid-19 news,coronavirus news,coronovirus,coronavirus in jails,coronavirus pandemic,latest news new york,rikers news,new york coronavirus,coronavirus in prisons,prisoners release coronavirus,cuomo news,new york state news,new york times,nytimes video,video from the new york times,coronavirus latest",PT7M49S,hd,False,https://i.ytimg.com/vi/b11oIVO9SJU/default.jpg,https://www.youtube.com/watch?v=b11oIVO9SJU
HCDhHR_101Q,UCqnbDFdCpuN8CMEg0VuEBqA,working in coronavirus why one dominos finally gave its workers ppe  nyt opinion,The New York Times,News & Politics,none,28746,684,0,126,2020-05-05T20:00:04Z,"What are companies doing to protect their franchise workers?,Does Domino's provide PPE to its workers?,Do Domino's workers get paid sick leave?,Do Domino's workers have health benefits?,Do fast food workers get paid sick leave?,Do fast food workers get health benefits?,Are strikes against companies working?,What happens to fast food workers if they catch coronavirus?,The New York Times Opinion,The New York Times Opinion Video,Domino's Pizza,Fast Food Workers,McDonald's",PT3M47S,hd,False,https://i.ytimg.com/vi/HCDhHR_101Q/default.jpg,https://www.youtube.com/watch?v=HCDhHR_101Q
XRZETJZd9E8,UCqnbDFdCpuN8CMEg0VuEBqA,i can barely keep track inside a texas hospital battling coronavirus  coronavirus news,The New York Times,News & Politics,none,357354,3871,0,1679,2020-07-06T17:00:20Z,"texas coronavirus,texas news,texas pandemic,covid 19 spread,covid 19 texas,coronavirus in houston,covid second wave,coronavirus second wave,coronavirus in the south,reopening economy,quarantine,news,new york times,nytimes video,video from the new york times,the new york times",PT5M27S,hd,True,https://i.ytimg.com/vi/XRZETJZd9E8/default.jpg,https://www.youtube.com/watch?v=XRZETJZd9E8
